,CompoundName,SMILES,caymanID,casID,Formula
1051,Docosahexaenoyl Serotonin,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)NCCc1c[nH]c2ccc(O)cc12,9000639,283601-58-1,C32H42N2O2
1052,Eicosapentaenoyl Serotonin,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)NCCc1c[nH]c2ccc(O)cc12,9000640,199875-71-3,C30H40N2O2
1053,JWH 018 4-hydroxyindole metabolite,CCCCCn1cc(C(=O)c2cccc3ccccc23)c2c(O)cccc21,9000851,1307803-42-4,C24H23NO2
1054,JWH 018 5-hydroxyindole metabolite,CCCCCn1cc(C(=O)c2cccc3ccccc23)c2cc(O)ccc21,9000852,1307803-43-5,C24H23NO2
1055,JWH 018 6-hydroxyindole metabolite,CCCCCn1cc(C(=O)c2cccc3ccccc23)c2ccc(O)cc21,9000853,1307803-44-6,C24H23NO2
1056,JWH 018 7-hydroxyindole metabolite,CCCCCn1cc(C(=O)c2cccc3ccccc23)c2cccc(O)c21,9000854,1307803-45-7,C24H23NO2
1057,JWH 018 N-(5-hydroxypentyl) metabolite,O=C(c1cccc2ccccc12)c1cn(CCCCCO)c2ccccc12,9000855,335161-21-2,C24H23NO2
1058,JWH 018 N-pentanoic acid metabolite,O=C(O)CCCCn1cc(C(=O)c2cccc3ccccc23)c2ccccc21,9000856,1254475-87-0,C24H21NO3
1059,JWH 073 4-hydroxyindole metabolite,CCCCn1cc(C(=O)c2cccc3ccccc23)c2c(O)cccc21,9000861,1307803-46-8,C23H21NO2
1060,JWH 073 6-hydroxyindole metabolite,CCCCn1cc(C(=O)c2cccc3ccccc23)c2ccc(O)cc21,9000863,1307803-48-0,C23H21NO2
1061,JWH 073 N-(4-hydroxybutyl) metabolite,O=C(c1cccc2ccccc12)c1cn(CCCCO)c2ccccc12,9000865,335161-14-3,C23H21NO2
1062,JWH 073 N-butanoic acid metabolite,O=C(O)CCCn1cc(C(=O)c2cccc3ccccc23)c2ccccc21,9000866,1307803-52-6,C23H19NO3
1063,JWH 018 N-pentanoic acid metabolite-d4,[2H]C([2H])(CC(=O)O)C([2H])([2H])Cn1cc(C(=O)c2cccc3ccccc23)c2ccccc21,9000867,1320363-49-2,C24H21NO3
1064,JWH 073 N-butanoic acid metabolite-d5,[2H]c1c([2H])c([2H])c2c(c1[2H])c(C(=O)c1cccc3ccccc13)c([2H])n2CCCC(=O)O,9000870,1320363-50-5,C23H19NO3
1065,Docosahexaenoic Acid ethyl ester,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)OCC,9090310,81926-94-5,C24H36O2
1066,Luteolin,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,10004161,491-70-3,C15H10O6
1067,4-oxo 2-Nonenal-d3,[2H]C([2H])([2H])CCCCC(=O)/C=C/C=O,10004174,1313400-91-7,C9H14O2
1068,CAY10443,O=C(NCc1ccc(Cl)c(Cl)c1)O[C@H]1CCc2ccccc21,10004177,582314-48-5,C17H15Cl2NO2
1069,NESS 0327,O=C(NN1CCCCC1)c1nn(-c2ccc(Cl)cc2Cl)c2c1CCCc1cc(Cl)ccc1-2,10004184,494844-07-4,C24H23Cl3N4O
1070,"3,4',5-Trismethoxybenzophenone",COc1ccc(C(=O)c2cc(OC)cc(OC)c2)cc1,10004185,94709-12-3,C16H16O4
1071,(S)-Flurbiprofen,C[C@H](C(=O)O)c1ccc(-c2ccccc2)c(F)c1,10004207,51543-39-6,C15H13FO2
1072,trans-EKODE-(E)-Ib,CCCCC[C@@H]1O[C@H]1/C=C/C(=O)CCCCCCCC(=O)O,10004224,478931-82-7,C18H30O4
1073,cis-Resveratrol,Oc1ccc(/C=C\c2cc(O)cc(O)c2)cc1,10004235,61434-67-1,C14H12O3
1074,Fluprostenol serinol amide,O=C(CCC/C=C\C[C@@H]1[C@@H](/C=C/[C@@H](O)COc2cccc(C(F)(F)F)c2)[C@H](O)C[C@@H]1O)NC(CO)CO,10004236,1176658-85-7,C26H36F3NO7
1075,17-phenyl trinor Prostaglandin F2.alpha. serinol amide,O=C(CCC/C=C\C[C@@H]1[C@@H](/C=C/[C@@H](O)CCc2ccccc2)[C@H](O)C[C@@H]1O)NC(CO)CO,10004237,1175838-84-2,C26H39NO6
1076,"trans-4,5-epoxy-2(E)-Decenal",CCCCCC1OC1/C=C/C=O,10004257,134454-31-2,C10H16O2
1077,Abnormal Cannabidiol,C=C(C)[C@@H]1CCC(C)=C[C@H]1c1c(O)cc(O)cc1CCCCC,10004259,22972-55-0,C21H30O2
1078,R-1 Methanandamide Phosphate,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)N[C@H](C)COP(=O)(O)O,10004281,649569-33-5,C23H40NO5P
1079,16(S)-HETE,CCCC[C@H](O)/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O,10004384,183509-23-1,C20H32O3
1080,16(R)-HETE,CCCC[C@@H](O)/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O,10004385,183509-22-0,C20H32O3
1081,Sulindac,CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccc(S(C)=O)cc1,10004386,38194-50-2,C20H17FO3S
1082,Reversine,c1nc2c(NC3CCCCC3)nc(Nc3ccc(N4CCOCC4)cc3)nc2[nH]1,10004412,656820-32-5,C21H27N7O
1083,4-hydroperoxy 2-Nonenal,CCCCCC(/C=C/C=O)OO,10004413,7439-43-2,C9H16O3
1084,Fmoc-L-Leucine,CC(C)C[C@H](NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O,10004888,35661-60-0,C21H23NO4
1085,O-1918,C=C(C)[C@@H]1CCC(C)=C[C@H]1c1c(OC)cc(C)cc1OC,10004914,536697-79-7,C19H26O2
1086,"14,15-EE-(5Z)-E",CCCCC[C@H]1O[C@H]1CCCCCCC/C=C\CCCC(=O)O,10004946,519038-92-7,C20H36O3
1087,(+)-5-trans Cloprostenol,O=C(O)CCC/C=C/C[C@@H]1[C@@H](/C=C/[C@@H](O)COc2cccc(Cl)c2)[C@H](O)C[C@@H]1O,10004970,57968-81-7,C22H29ClO6
1088,"N,N'-Dicyclohexylurea",O=C(NC1CCCCC1)NC1CCCCC1,10004971,2387-23-7,C13H24N2O
1089,Leptomycin B,CCC(=C/[C@H](C)C/C=C/C(C)=C/[C@@H](C)C(=O)[C@@H](C)[C@H](O)[C@@H](C)C/C(C)=C/C(=O)O)/C=C/[C@@H]1OC(=O)C=C[C@@H]1C,10004976,87081-35-4,C33H48O6
1090,Caylin-1,COc1ccc(C2=N[C@@H](c3ccc(Cl)c(Cl)c3)[C@@H](c3ccc(Cl)c(Cl)c3)N2C(=O)N2CCNC(=O)C2)c(OC(C)C)c1,10004985,1207480-88-3,C30H28Cl4N4O4
1091,Stearidonic Acid methyl ester,CC/C=C\C/C=C\C/C=C\C/C=C\CCCCC(=O)OC,10005000,73097-00-4,C19H30O2
1092,Caylin-2,COc1ccc(C2=N[C@@H](c3ccc(C(F)(F)F)cc3)[C@@H](c3ccc(C(F)(F)F)cc3)N2C(=O)N2CCNC(=O)C2)c(OC(C)C)c1,10005002,1392830-09-9,C32H30F6N4O4
1093,BML-210,Nc1ccccc1NC(=O)CCCCCCC(=O)Nc1ccccc1,10005019,537034-17-6,C20H25N3O2
1094,L-NMMA (acetate),CC(=O)O.CNC(=N)NCCC[C@H](N)C(=O)O,10005031,53308-83-1,C9H20N4O4
1095,"5(S),6(R)-7-trihydroxymethyl Heptanoate",COC(=O)CCC[C@H](O)[C@H](O)CO,10005032,78606-80-1,C8H16O5
1096,CAY10444,CCCCCCCCCCCC1N[C@H](C(=O)O)CS1,10005033,298186-80-8,C15H29NO2S
1097,Eicosapentaenoic Acid-d5,[2H]C([2H])([2H])C([2H])([2H])/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O,10005056,1197205-73-4,C20H30O2
1098,Docosahexaenoic Acid-d5,[2H]C([2H])([2H])C([2H])([2H])/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)O,10005057,1197205-71-2,C22H32O2
1099,CAY10434,CN(C)CCCCCCOc1ccc(-n2ccnc2)cc1,10005067,769917-29-5,C17H25N3O
1100,CAY10455,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)NCCOC(=O)Nc1ccc2c(c1)C(=O)OC21c2ccc(OC(C)=O)cc2Oc2cc(OC(C)=O)ccc21,10005072,290374-09-3,C47H52N2O10
1101,AMC Arachidonoyl Amide,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)Nc1ccc2c(C)cc(=O)oc2c1,10005098,862913-13-1,C30H39NO3
1102,17(R)-HDHA,CC/C=C\C[C@@H](O)/C=C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)O,10005099,155976-53-7,C22H32O3
1103,Daidzein,O=c1c(-c2ccc(O)cc2)coc2cc(O)ccc12,10005166,486-66-8,C15H10O4
1104,Genistein,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,10005167,446-72-0,C15H10O5
1105,Quercetin (hydrate),O.O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,10005169,849061-97-8,C15H12O8
1106,Matairesinol,COc1cc(C[C@H]2COC(=O)[C@@H]2Cc2ccc(O)c(OC)c2)ccc1O,10005174,580-72-3,C20H22O6
1107,CAY10441,CC(C)Oc1ccc(Cc2ccc(NC3=NCCN3)cc2)cc1,10005186,221529-58-4,C19H23N3O
1108,DAUDA,CN(C)c1cccc2c(S(=O)(=O)NCCCCCCCCCCC(=O)O)cccc12,10005188,73025-02-2,C23H34N2O4S
1109,AM1172,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCNC(=O)c1ccc(O)cc1,10005223,251908-92-6,C27H39NO2
1110,"2,3-DCPE (hydrochloride)",Cl.OCCNCCCOc1cccc(Cl)c1Cl,10005229,1009555-55-8 ,C11H16Cl3NO2
1111,AFMK,COc1ccc(NC=O)c(C(=O)CCNC(C)=O)c1,10005254,52450-38-1,C13H16N2O4
1112,TOFA,CCCCCCCCCCCCCCOc1ccc(C(=O)O)o1,10005263,54857-86-2,C19H32O4
1113,DL-threo-PDMP (hydrochloride),CCCCCCCCCC(=O)N[C@@H](CN1CCOCC1)[C@@H](O)c1ccccc1.Cl,10005276,80938-69-8,C23H39ClN2O3
1114,Fenofibrate,CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1,10005368,49562-28-9,C20H21ClO4
1115,Orlistat,CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)[C@H](CC(C)C)NC=O,10005426,96829-58-2,C29H53NO5
1116,DDA,CCCCC/C=C/C=C/C=O,10005432,25152-84-5,C10H16O
1117,Tafluprost (free acid),O=C(O)CCC/C=C\C[C@@H]1[C@@H](/C=C/C(F)(F)COc2ccccc2)[C@H](O)C[C@@H]1O,10005439,209860-88-8,C22H28F2O5
1118,Tafluprost,CC(C)OC(=O)CCC/C=C\C[C@@H]1[C@@H](/C=C/C(F)(F)COc2ccccc2)[C@H](O)C[C@@H]1O,10005440,209860-87-7,C25H34F2O5
1119,N-Arachidonoyl-L-Serine,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)N[C@@H](CO)C(=O)O,10005455,187224-29-9,C23H37NO4
1120,Oleoyl Ethyl Amide,CCCCCCCC/C=C\CCCCCCCC(=O)NCC,10005459,85075-82-7,C20H39NO
1121,N-Arachidonoyl Taurine,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)NCCS(=O)(=O)O,10005537,119959-65-8,C22H37NO4S
1122,Y-27632 (hydrochloride),C[C@@H](N)[C@H]1CC[C@H](C(=O)Nc2ccncc2)CC1.Cl.Cl,10005583,129830-38-2,C14H23Cl2N3O
1123,N-Oleoyl Taurine,CCCCCCCC/C=C\CCCCCCCC(=O)NCCS(=O)(=O)O,10005609,52514-04-2,C20H39NO4S
1124,N-Stearoyl Taurine,CCCCCCCCCCCCCCCCCC(=O)NCCS(=O)(=O)O,10005610,63155-80-6,C20H41NO4S
1125,N-Palmitoyl Taurine,CCCCCCCCCCCCCCCC(=O)NCCS(=O)(=O)O,10005611,83982-06-3,C18H37NO4S
1126,CAY10448,COc1cc(CNC(=O)CCCCCCC(C)C)c(I)cc1O,10005633,1177195-52-6,C18H28INO3
1127,Cerulenin,C/C=C/C/C=C/CCC(=O)[C@H]1O[C@H]1C(N)=O,10005647,17397-89-6,C12H17NO3
1128,HU-331,C=C(C)[C@@H]1CCC(C)=C[C@H]1C1=C(O)C(=O)C(CCCCC)=CC1=O,10005673,137252-25-6,C21H28O3
1129,NO-Indomethacin,COc1ccc2c(c1)c(CC(=O)SC[C@H](NC(C)=O)C(=O)OCCCCO[N+](=O)[O-])c(C)n2C(=O)c1ccc(Cl)cc1,10005705,301838-28-8,C28H30ClN3O9S
1130,(2S)-OMPT,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@@H](COP(O)(O)=S)OC.CCN(CC)CC.CCN(CC)CC,10005707,1217471-69-6,C34H73N2O6PS
1131,DL-.alpha.-Lipoic Acid,O=C(O)CCCCC1CCSS1,10005728,1077-28-7,C8H14O2S2
1132,Clofibrate,CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,10956,637-07-0,C12H15ClO3
1133,Arachidoyl Ethanolamide,CCCCCCCCCCCCCCCCCCCC(=O)NCCO,10005765,94421-69-9,C22H45NO2
1134,Docosanoyl Ethanolamide,CCCCCCCCCCCCCCCCCCCCCC(=O)NCCO,10005823,94109-05-4,C24H49NO2
1135,bis(7)-Tacrine,Cl.Cl.c1ccc2c(NCCCCCCCCCNc3c4c(nc5ccccc35)CCCC4)c3c(nc2c1)CCCC3,10005836,224445-12-9,C35H46Cl2N4
1136,N-Decanoyl p-Nitroaniline,CCCCCCCCCC(=O)Nc1ccc([N+](=O)[O-])cc1,10005851,72298-63-6,C16H24N2O3
1137,Pentafluorobenzenesulfonyl fluorescein,O=C1OC2(c3ccc(O)cc3Oc3cc(OS(=O)(=O)c4c(F)c(F)c(F)c(F)c4F)ccc32)c2ccccc21,10005983,728912-45-6,C26H11F5O7S
1138,(R)-Butaprost (free acid),CCCC1([C@H](O)C/C=C/[C@H]2[C@H](O)CC(=O)[C@@H]2CCCCCCC(=O)O)CCC1,10006045,215168-33-5,C23H38O5
1139,Hesperetin,COc1ccc([C@@H]2CC(=O)c3c(O)cc(O)cc3O2)cc1O,10006084,520-33-2,C16H14O6
1140,Leelamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,10006148,1446-61-3,C20H31N
1141,Leukotriene C4-d5,[2H]C([2H])([2H])C([2H])([2H])CCC/C=C\C/C=C\C=C\C=C\[C@@H](SC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O)[C@@H](O)CCCC(=O)O,10006198,1441421-73-3,C30H47N3O9S
1142,Leukotriene D4-d5,[2H]C([2H])([2H])C([2H])([2H])CCC/C=C\C/C=C\C=C\C=C\[C@@H](SC[C@H](N)C(=O)NCC(=O)O)[C@@H](O)CCCC(=O)O,10006199,1240398-17-7,C25H40N2O6S
1143,Silybin,COc1cc([C@H]2Oc3cc([C@H]4Oc5cc(O)cc(O)c5C(=O)[C@@H]4O)ccc3O[C@@H]2CO)ccc1O,10006211,22888-70-6,C25H22O10
1144,AN-7,O=C(CCCCC1CCSS1)NCCCNC(=O)CCCCC1CCSS1,10006212,691410-93-2,C19H34N2O2S4
1145,Fingolimod (hydrochloride),CCCCCCCCc1ccc(CCC(N)(CO)CO)cc1.Cl,10006292,162359-56-0,C19H34ClNO2
1146,D-NMAPPD,CCCCCCCCCCCCCC(=O)N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1,10006305,35922-06-6,C23H38N2O5
1147,17.beta.-Estradiol,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,10006315,50-28-2,C18H24O2
1148,Mifepristone,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,10006317,84371-65-3,C29H35NO2
1149,Levonorgestrel,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,10006318,797-63-7,C21H28O2
1150,Norgestrel,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4[C@H]3CC[C@@]21CC,10006319,6533-00-2,C21H28O2
1151,Quinestrol,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OC5CCCC5)ccc4[C@H]3CC[C@@]21C,10006320,152-43-2,C25H32O2
1152,Tibolone,C#C[C@]1(O)CC[C@H]2[C@@H]3[C@H](C)CC4=C(CCC(=O)C4)[C@H]3CC[C@@]21C,10006321,5630-53-5,C21H28O2
1153,"2,3-dinor Thromboxane B1",CCCCC[C@H](O)/C=C/[C@H]1OC(O)C[C@H](O)[C@@H]1CCCCC(=O)O,10006330,196493-76-2,C18H32O6
1154,PDM 11,COc1cc(/C=C/c2ccc(Cl)cc2)cc(OC)c1,10006341,1032508-03-4,C16H15ClO2
1155,PDM 2,Clc1ccc(/C=C/c2cc(Cl)cc(Cl)c2)cc1,10006342,688348-25-6,C14H9Cl3
1156,HU-211,CCCCCCC(C)(C)c1cc(O)c2c(c1)OC(C)(C)[C@H]1CC=C(CO)C[C@H]21,10006350,112924-45-5,C25H38O3
1157,CAY10462,CN(C)CCCCCCOc1ccc(-n2ccnc2)cc1.Cl.Cl,10006400,502656-68-0,C17H27Cl2N3O
1158,FTY720 (R)-Phosphate,CCCCCCCCc1ccc(CC[C@@](N)(CO)COP(=O)(O)O)cc1,10006407,402616-23-3,C19H34NO5P
1159,FTY720 (S)-Phosphate,CCCCCCCCc1ccc(CC[C@](N)(CO)COP(=O)(O)O)cc1,10006408,402616-26-6,C19H34NO5P
1160,Ro 48-8071,C=CCN(C)CCCCCCOc1ccc(C(=O)c2ccc(Br)cc2)c(F)c1,10006415,161582-11-2,C23H27BrFNO2
1161,RITA,OCc1ccc(-c2ccc(-c3ccc(CO)s3)o2)s1,10006426,213261-59-7,C14H12O3S2
1162,Berberine (chloride),COc1ccc2cc3[n+](cc2c1OC)CCc1cc2c(cc1-3)OCO2.[Cl-],10006427,633-65-8,C20H18ClNO4
1163,DMPO,CC1(C)CCC=[N+]1[O-],10006436,3317-61-1,C6H11NO
1164,SEW2871,FC(F)(F)c1cccc(-c2noc(-c3cc(-c4ccccc4)c(C(F)(F)F)s3)n2)c1,10006440,256414-75-2,C20H10F6N2OS
1165,Pentacosanoic Acid methyl ester,CCCCCCCCCCCCCCCCCCCCCCCCC(=O)OC,10006451,55373-89-2,C26H52O2
1166,CAY10486,COC(=O)[C@H](Cc1ccccc1)NC(=O)/C=C/c1ccc(O)cc1,10006452,615264-52-3,C19H19NO4
1167,.omega.-3 Arachidonic Acid methyl ester,CC/C=C\C/C=C\C/C=C\C/C=C\CCCCCCC(=O)OC,10006454,132712-70-0,C21H34O2
1168,CAY10487,COC(=O)[C@H](C)NC(=O)/C=C/c1ccc(O)c(O)c1,10006480,778624-05-8,C13H15NO5
1169,CAY10485,O=C(CCc1ccc(O)c(O)c1)N[C@@H](CC(=O)OCc1ccccc1)C(=O)OCc1ccccc1,10006482,615264-62-5,C27H27NO7
1170,Estriol,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1C[C@@H](O)[C@@H]2O,10006484,50-27-1,C18H24O3
1171,Estrone,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CCC2=O,10006485,53-16-7,C18H22O2
1172,Ethynyl Estradiol,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C,10006486,57-63-6,C20H24O2
1173,Estradiol Benzoate,C[C@]12CC[C@@H]3c4ccc(OC(=O)c5ccccc5)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,10006487,50-50-0,C25H28O3
1174,Gestrinone,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@@]21CC,10006488,16320-04-0,C21H24O2
1175,Oleyl Anilide,CCCCCCCC/C=C\CCCCCCCC(=O)Nc1ccccc1,10006529,5429-85-6,C24H39NO
1176,CAY10464,COc1ccc(/C=C/c2cc(Cl)cc(Cl)c2)cc1,10006545,688348-37-0,C15H12Cl2O
1177,CAY10465,FC(F)(F)c1ccc(/C=C/c2cc(Cl)cc(Cl)c2)cc1,10006546,688348-33-6,C15H9Cl2F3
1178,.gamma.-Linolenic Acid methyl ester,CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)OC,10006579,16326-32-2,C19H32O2
1179,Dihomo-.gamma.-Linolenic Acid methyl ester,CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)OC,10006580,21061-10-9,C21H36O2
1180,Retreversine,c1nc2c(Nc3ccc(N4CCOCC4)cc3)nc(NC3CCCCC3)nc2[nH]1,10006606,1028332-91-3,C21H27N7O
1181,Arachidonic Acid (sodium salt),CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)[O-].[Na+],10006607,6610-25-9,C20H31NaO2
1182,Thromboxane B1,CCCCC[C@H](O)/C=C/[C@H]1OC(O)C[C@H](O)[C@@H]1CCCCCCC(=O)O,10006610,64626-32-0,C20H36O6
1183,Lauric Acid,CCCCCCCCCCCC(=O)O,10006626,143-07-7,C12H24O2
1184,Palmitic Acid,CCCCCCCCCCCCCCCC(=O)O,10006627,57-10-3,C16H32O2
1185,Ketoprofen,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,10006661,22071-15-4,C16H14O3
1186,(+)-15-epi Cloprostenol,O=C(O)CCC/C=C\C[C@@H]1[C@@H](/C=C/[C@H](O)COc2cccc(Cl)c2)[C@H](O)C[C@@H]1O,10006692,54276-22-1,C22H29ClO6
1187,HEPC,CCCCCCCCCCCCCCCC(=O)SCCOP(=O)([O-])OCC[N+](C)(C)C,10006695,60793-01-3,C23H48NO5PS
1188,PD 98059,COc1cccc(-c2cc(=O)c3ccccc3o2)c1N,10006726,167869-21-8,C16H13NO3
1189,PD 169316,O=[N+]([O-])c1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,10006727,152121-53-4,C20H13FN4O2
1190,VDM11,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)Nc1ccc(O)cc1C,10006731,313998-81-1,C27H39NO2
1191,QNZ,Nc1ccc2ncnc(NCCc3ccc(Oc4ccccc4)cc3)c2c1,10006734,545380-34-5,C22H20N4O
1192,CAY10471,CN(C1CCc2c(c3ccccc3n2CC(=O)O)C1)S(=O)(=O)c1ccc(F)cc1,10006735,627865-18-3,C21H21FN2O4S
1193,"Oleic Acid-2,6-diisopropylanilide",CCCCCCCC/C=C\CCCCCCCC(=O)Nc1c(C(C)C)cccc1C(C)C,10006782,140112-65-8,C30H51NO
1194,Araguspongin B,C1CCC[C@H]2CCCN3CC[C@@H](CCCCCC[C@H]4CCCN5CC[C@@H](CC1)O[C@@H]45)O[C@@H]23,10006797,123000-02-2,C28H50N2O2
1195,GW 0742,Cc1cc(SCc2sc(-c3ccc(C(F)(F)F)c(F)c3)nc2C)ccc1OCC(=O)O,10006798,317318-84-6,C21H17F4NO3S2
1196,(R)-Bromoenol lactone,O=C1O/C(=C/Br)CC[C@@H]1c1cccc2ccccc12,10006800,478288-90-3,C16H13BrO2
1197,(S)-Bromoenol lactone,O=C1O/C(=C/Br)CC[C@H]1c1cccc2ccccc12,10006801,478288-94-7,C16H13BrO2
1198,O-1602,C=C(C)[C@@H]1CCC(C)=C[C@H]1c1c(C)cc(O)cc1O,10006803,317321-41-8,C17H22O2
1199,O-1821,C=C(C)[C@@H]1CCC(C)=C[C@H]1c1c(O)cc(C)cc1O,10006804,35482-50-9,C17H22O2
1200,Stearidonic Acid ethyl ester,CC/C=C\C/C=C\C/C=C\C/C=C\CCCCC(=O)CC,10006856,119798-44-6,C20H32O
1201,nor-NOHA (acetate),CC(=O)O.CC(=O)O.N/C(=N\O)NCC[C@H](N)C(=O)O,10006861,1140844-63-8,C9H20N4O7
1202,cis-7-Hexadecenoic Acid methyl ester,CCCCCCCC/C=C\CCCCCC(=O)OC,10006864,56875-67-3,C17H32O2
1203,Docosahexaenoic Acid methyl ester,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)OC,10006865,2566-90-7,C23H34O2
1204,Tricosanoic Acid ethyl ester,CCCCCCCCCCCCCCCCCCCCCCC(=O)OCC,10006874,18281-07-7,C25H50O2
1205,Diethylstilbestrol,CC/C(=C(/CC)c1ccc(O)cc1)c1ccc(O)cc1,10006876,56-53-1,C18H20O2
1206,"8,12-iso-iPF2.alpha.-VI-d11",[2H]C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])/C=C\C[C@H]1[C@@H](/C=C/C(O)CCCC(=O)O)[C@@H](O)C[C@H]1O,10006878,1616977-85-5,C20H34O5
1207,Zileuton,CC(c1cc2ccccc2s1)N(O)C(N)=O,10006967,111406-87-2,C11H12N2O2S
1208,Thiocarlide,CC(C)CCOc1ccc(NC(=S)Nc2ccc(OCCC(C)C)cc2)cc1,10006976,910-86-1,C23H32N2O2S
1209,Prostaglandin E2-biotin,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1C/C=C\CCCC(=O)NCCCCCNC(=O)CCCC[C@H]1SC[C@@H]2NC(=O)N[C@@H]21,10006987,2641624-60-2,C35H58N4O6S
1210,Piloty's Acid,O=S(=O)(NO)c1ccccc1,10006995,599-71-3,C6H7NO3S
1211,3-keto Petromyzonol,C[C@H](CCCO)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@H]4CC(=O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,10007055,359436-56-9,C24H40O4
1212,1-Palmitoyl-2-Linoleoyl-sn-glycero-3-PE,CCCCC/C=C\C/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCC)COP(=O)([O-])OCC[NH3+],10007072,26662-95-3,C39H74NO8P
1213,4-(1-piperazinyl)-1H-Indole (hydrochloride),Cl.Cl.c1cc(N2CCNCC2)c2cc[nH]c2c1,10007075,255714-24-0,C12H17Cl2N3
1214,CAY10491,CC(C)(C)OC(=O)c1ccc(CN2CCN(c3cccc4[nH]ccc34)CC2)cc1,10007076,1044764-12-6,C24H29N3O2
1215,CAY10492,CC(C)(C)OC(=O)N1CCN(c2cccc3[nH]ccc23)CC1,10007077,252978-89-5,C17H23N3O2
1216,CAY10493,CC(C)(C)OC(=O)c1ccc(Cn2ccc3c(N4CCN(C(=O)OC(C)(C)C)CC4)cccc32)cc1,10007078,1044764-11-5,C29H37N3O4
1217,5-Bromoisoquinoline,Brc1cccc2cnccc12,10007079,34784-04-8,C9H6BrN
1218,6-Bromoisoquinoline,Brc1ccc2cnccc2c1,10007080,34784-05-9,C9H6BrN
1219,7-Bromoisoquinoline,Brc1ccc2ccncc2c1,10007081,58794-09-5,C9H6BrN
1220,8-Bromoisoquinoline,Brc1cccc2ccncc12,10007082,63927-22-0,C9H6BrN
1221,"5,6,7,8-tetrahydro-2-Quinolone",O=c1ccc2c([nH]1)CCCC2,10007083,54802-19-6,C9H11NO
1222,4-Cyanoindole,N#Cc1cccc2[nH]ccc12,10007084,16136-52-0,C9H6N2
