,CompoundName,casID,selleckID,Formula,SMILES
720,Cloxacillin Sodium,7081-44-9,S2564,C19H19ClN3NaO6S,O.[Na+].CC1=C(C(=O)NC2C3SC(C)(C)C(N3C2=O)C([O-])=O)C(=NO1)C4=CC=CC=C4Cl
721,Amoxicillin Sodium,34642-77-8,S2565,C16H18N3O5S.Na,[Na+].CC1(C)SC2C(NC(=O)C(N)C3=CC=C(O)C=C3)C(=O)N2C1C([O-])=O
722,Isoprenaline (NCI-C55630) HCl,51-30-9,S2566,C11H17NO3.HCl,Cl.CC(C)NCC(O)C1=CC=C(O)C(=C1)O
723,Medroxyprogesterone acetate (NSC-26386),71-58-9,S2567,C24H34O4,CC1CC2C(CCC3(C)C2CCC3(OC(C)=O)C(C)=O)C4(C)CCC(=O)C=C14
724,Phenylephrine (NCI-C55641) HCl,61-76-7,S2569,C9H13NO2.HCl,Cl.CNCC(O)C1=CC(=CC=C1)O
725,Prednisolone Acetate,52-21-1,S2570,C23H30O6,CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC12C
726,Tetracaine HCl,136-47-0,S2573,C15H24N2O2.HCl,Cl.CCCCNC1=CC=C(C=C1)C(=O)OCCN(C)C
727,Tetracycline HCl,64-75-5,S2574,C22H24N2O8.HCl,Cl.CN(C)C1C2CC3C(=C(O)C2(O)C(=O)C(=C1O)C(N)=O)C(=O)C4=C(O)C=CC=C4C3(C)O
728,Xylometazoline HCl,1218-35-5,S2576,C16H24N2.HCl,Cl.CC1=C(CC2=NCCN2)C(=CC(=C1)C(C)(C)C)C
729,Phenacetin,62-44-2,S2577,C10H13NO2,CCOC1=CC=C(NC(C)=O)C=C1
730,Zidovudine,30516-87-1,S2579,C10H13N5O4,CC1=CN(C2CC(N=[N+]=[N-])C(CO)O2)C(=O)NC1=O
731,Quinapril HCl,82586-55-8,S2581,C25H30N2O5.HCl,Cl.CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2CC3=C(CC2C(O)=O)C=CC=C3
732,Thiamphenicol,15318-45-3,S2583,C12H15Cl2NO5S,C[S](=O)(=O)C1=CC=C(C=C1)C(O)C(CO)NC(=O)C(Cl)Cl
733,Clobetasol propionate,25122-46-7,S2584,C25H32ClFO5,CCC(=O)OC1(C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC12C)C(=O)CCl
734,Brompheniramine hydrogen maleate,980-71-2,S2585,C16H19BrN2.C4H4,CN(C)CCC(C1=CC=C(Br)C=C1)C2=CC=CC=N2.OC(=O)\C=C/C(O)=O
735,Dimethyl Fumarate,624-49-7,S2586,C6H8O4,COC(=O)\C=C\C(=O)OC
736,Miglitol,72432-03-2,S2589,C8H17NO5,OCCN1CC(O)C(O)C(O)C1CO
737,Pioglitazone (AD-4833),111025-46-8,S2590,C19H20N2O3S,CCC1=CC=C(CCOC2=CC=C(CC3SC(=O)NC3=O)C=C2)N=C1
738,Tolvaptan,150683-30-0,S2593,C26H25ClN2O3,CC1=CC=CC=C1C(=O)NC2=CC(=C(C=C2)C(=O)N3CCCC(O)C4=C3C=CC(=C4)Cl)C
739,Pramiracetam,68497-62-1,S2594,C14H27N3O2,CC(C)N(CCNC(=O)CN1CCCC1=O)C(C)C
740,Clindamycin palmitate HCl,25507-04-4,S2596,C34H63ClN2O6S.HCl,Cl.CCCCCCCCCCCCCCCC(=O)OC1C(O)C(O)C(OC1SC)C(NC(=O)C2CC(CCC)CN2C)C(C)Cl
741,L-Thyroxine,51-48-9,S2599,C15H11I4NO4,NC(CC1=CC(=C(OC2=CC(=C(O)C(=C2)I)I)C(=C1)I)I)C(O)=O
742,Gliclazide,21187-98-4,S2601,C15H21N3O3S,CC1=CC=C(C=C1)[S](=O)(=O)NC(=O)NN2CC3CCCC3C2
743,Acemetacin,53164-05-9,S2602,C21H18ClNO6,COC1=CC2=C(C=C1)[N](C(=C2CC(=O)OCC(O)=O)C)C(=O)C3=CC=C(Cl)C=C3
744,Tioxolone,4991-65-5,S2603,C7H4O3S,OC1=CC=C2SC(=O)OC2=C1
745,Idebenone,58186-27-9,S2605,C19H30O5,COC1=C(OC)C(=O)C(=C(C)C1=O)CCCCCCCCCCO
746,Mifepristone (RU486),84371-65-3,S2606,C29H35NO2,CC#CC1(O)CCC2C3CCC4=CC(=O)CCC4=C3C(CC12C)C5=CC=C(C=C5)N(C)C
747,Buflomedil HCl,35543-24-9,S2607,C17H25NO4.HCl,Cl.COC1=CC(=C(C(=O)CCCN2CCCC2)C(=C1)OC)OC
748,Fluocinonide,356-12-7,S2608,C26H32F2O7,CC(=O)OCC(=O)C12OC(C)(C)OC1CC3C4CC(F)C5=CC(=O)C=CC5(C)C4(F)C(O)CC23C
749,Inulin,9005-80-5,S2609,C6nH10n+2O5n+1,OCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O
750,Lonidamine (AF-1890),50264-69-2,S2610,C15H10Cl2N2O2,OC(=O)C1=N[N](CC2=C(Cl)C=C(Cl)C=C2)C3=CC=CC=C13
751,Ethisterone,434-03-7,S2611,C21H28O2,CC12CCC(=O)C=C1CCC3C2CCC4(C)C3CCC4(O)C#C
752,Clorsulon,60200-06-8,S2613,C8H8Cl3N3O4S2,NC1=CC(=C(C=C1[S](N)(=O)=O)[S](N)(=O)=O)C(Cl)=C(Cl)Cl
753,Arecoline HBr,300-08-3,S2614,C8H13NO2.HBr,Br.COC(=O)C1=CCCN(C)C1
754,Noradrenaline bitartrate monohydrate,108341-18-0,S2615,C8H11NO3.C4H6O6.H2O,O.NCC(O)C1=CC(=C(O)C=C1)O.OC(C(O)C(O)=O)C(O)=O
755,Fostamatinib (R788),901119-35-5,S2625,C23H26FN6O9P,COC1=C(OC)C(=CC(=C1)NC2=NC=C(F)C(=N2)NC3=CC=C4OC(C)(C)C(=O)N(CO[P](O)(O)=O)C4=N3)OC
756,Clinofibrate,30299-08-2,S2664,C28H36O6,CCC(C)(OC1=CC=C(C=C1)C2(CCCCC2)C3=CC=C(OC(C)(CC)C(O)=O)C=C3)C(O)=O
757,Ciprofibrate,52214-84-3,S2665,C13H14Cl2O3,CC(C)(OC1=CC=C(C=C1)C2CC2(Cl)Cl)C(O)=O
758,Dolutegravir (GSK1349572),1051375-16-6,S2667,C20H19F2N3O5,CC1CCOC2CN3C=C(C(=O)NCC4=C(F)C=C(F)C=C4)C(=O)C(=C3C(=O)N12)O
759,Trametinib (GSK1120212),871700-17-3,S2673,C26H23FIN5O4,CN1C(=O)C(=C2N(C(=O)N(C3CC3)C(=O)C2=C1NC4=CC=C(I)C=C4F)C5=CC(=CC=C5)NC(C)=O)C
760,Ibrutinib (PCI-32765),936563-96-1,S2680,C25H24N6O2,NC1=C2C(=NC=N1)[N](N=C2C3=CC=C(OC4=CC=CC=C4)C=C3)C5CCCN(C5)C(=O)C=C
761,Tirbanibulin,897016-82-9,S2700,C26H29N3O3,O=C(CC1=CC=C(C=N1)C2=CC=C(OCCN3CCOCC3)C=C2)NCC4=CC=CC=C4
762,Nilvadipine,75530-68-6,S2721,C19H19N3O6,COC(=O)C1=C(NC(=C(C1C2=CC=CC(=C2)[N+]([O-])=O)C(=O)OC(C)C)C)C#N
763,Dacomitinib (PF-00299804),1110813-31-4,S2727,C24H25ClFN5O2,COC1=C(NC(=O)/C=C/CN2CCCCC2)C=C3C(=NC=NC3=C1)NC4=CC(=C(F)C=C4)Cl
764,Fedratinib (TG101348),936091-26-8,S2736,C27H36N6O3S,CC1=C(NC2=CC=CC(=C2)[S](=O)(=O)NC(C)(C)C)N=C(NC3=CC=C(OCCN4CCCC4)C=C3)N=C1
765,Niraparib (MK-4827),1038915-60-4,S2741,C19H20N4O,NC(=O)C1=CC=CC2=C[N](N=C12)C3=CC=C(C=C3)C4CCCNC4
766,Canagliflozin (JNJ 28431754),842133-18-0,S2760,C24H25FO5S,CC1=C(CC2=CC=C(S2)C3=CC=C(F)C=C3)C=C(C=C1)C4OC(CO)C(O)C(O)C4O
767,Alectinib (CH5424802),1256580-46-7,S2762,C30H34N4O2,CCC1=CC2=C(C=C1N3CCC(CC3)N4CCOCC4)C(C)(C)C5=C(C2=O)C6=CC=C(C=C6[NH]5)C#N
768,MK-2048,869901-69-9,S2765,C21H21ClFN5O4,CCN1CC(C)[N]2C(=C(O)C3=C2C(=NN(CC4=CC=C(F)C(=C4)Cl)C3=O)C(=O)NC)C1=O
769,Laquinimod,248281-84-7,S2787,C19H17ClN2O3,CCN(C(=O)C1=C(O)C2=C(C=CC=C2Cl)N(C)C1=O)C3=CC=CC=C3
770,Tofacitinib (CP-690550),477600-75-2,S2789,C16H20N6O,CC1CCN(CC1N(C)C2=C3C=C[NH]C3=NC=N2)C(=O)CC#N
771,Istradefylline,155270-99-8,S2790,C20H24N4O4,CCN1C(=O)N(CC)C2=C([N](C)C(=N2)\C=C\C3=CC=C(OC)C(=C3)OC)C1=O
772,Torcetrapib,262352-17-0,S2792,C26H25F9N2O4,CCOC(=O)N1C(CC)CC(N(CC2=CC(=CC(=C2)C(F)(F)F)C(F)(F)F)C(=O)OC)C3=C1C=CC(=C3)C(F)(F)F
773,Sofosbuvir (GS-7977),1190307-88-0,S2794,C22H29FN3O9P,CC(C)OC(=O)C(C)N[P](=O)(OCC1OC(N2C=CC(=O)NC2=O)C(C)(F)C1O)OC3=CC=CC=C3
774,Lonafarnib (SCH66336),193275-84-2,S2797,C27H31Br2ClN4O2,NC(=O)N1CCC(CC1)CC(=O)N2CCC(CC2)C3C4=C(CCC5=C3C(=CC(=C5)Cl)Br)C=C(Br)C=N4
775,Dabrafenib (GSK2118436),1195765-45-7,S2807,C23H20F3N5O2S2,CC(C)(C)C1=NC(=C(S1)C2=NC(=NC=C2)N)C3=C(F)C(=CC=C3)N[S](=O)(=O)C4=C(F)C=CC=C4F
776,MPEP,96206-92-7,S2809,C14H11N,CC1=NC(=CC=C1)C#CC2=CC=CC=C2
777,Alpelisib (BYL719),1217486-61-7,S2814,C19H22F3N5O2S,CC1=C(SC(=N1)NC(=O)N2CCCC2C(N)=O)C3=CC(=NC=C3)C(C)(C)C(F)(F)F
778,Clindamycin,18323-44-9,S2830,C18H33ClN2O5S,CCCC1CC(N(C)C1)C(=O)NC(C(C)Cl)C2OC(SC)C(O)C(O)C2O
779,Apalutamide (ARN-509),956104-40-8,S2840,C21H15F4N5O2S,CNC(=O)C1=CC=C(C=C1F)N2C(=S)N(C(=O)C23CCC3)C4=CN=C(C#N)C(=C4)C(F)(F)F
780,Baricitinib (INCB028050),1187594-09-7,S2851,C16H17N7O2S,CC[S](=O)(=O)N1CC(CC#N)(C1)[N]2C=C(C=N2)C3=NC=NC4=C3C=C[NH]4
781,Carfilzomib (PR-171),868540-17-4,S2853,C40H57N5O7,CC(C)CC(NC(=O)C(CCC1=CC=CC=C1)NC(=O)CN2CCOCC2)C(=O)NC(CC3=CC=CC=C3)C(=O)NC(CC(C)C)C(=O)C4(C)CO4
782,Alogliptin (SYR-322) benzoate,850649-62-6,S2868,C18H21N5O2.C7H6O2,CN1C(=O)C=C(N2CCCC(N)C2)N(CC3=CC=CC=C3C#N)C1=O
783,Camostat Mesilate,59721-29-8,S2874,C20H22N4O5.CH4O3S,CN(C)C(=O)COC(=O)CC1=CC=C(OC(=O)C2=CC=C(NC(N)=N)C=C2)C=C1.C[S](O)(=O)=O
784,Prucalopride,179474-81-8,S2875,C18H26ClN3O3,COCCCN1CCC(CC1)NC(=O)C2=CC(=C(N)C3=C2OCC3)Cl
785,4-Aminohippuric Acid,61-78-9,S2883,C9H10N2O3,NC1=CC=C(C=C1)C(=O)NCC(O)=O
786,Acesulfame Potassium,55589-62-3,S2884,C4H5NO4S.K,[KH].CC1=CC(=O)N[S](=O)(=O)O1
787,Cobicistat (GS-9350),1004316-88-4,S2900,C40H53N7O5S2,CC(C)C1=NC(=CS1)CN(C)C(=O)NC(CCN2CCOCC2)C(=O)NC(CCC(CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)CC5=CC=CC=C5
788,S-Ruxolitinib (INCB018424),941685-37-6,S2902,C17H18N6,N#CCC(C1CCCC1)[N]2C=C(C=N2)C3=NC=NC4=C3C=C[NH]4
789,Lumiracoxib,220991-20-8,S2903,C15H13ClFNO2,CC1=CC=C(NC2=C(Cl)C=CC=C2F)C(=C1)CC(O)=O
790,Pirfenidone (S-7701),53179-13-8,S2907,C12H11NO,CC1=CN(C(=O)C=C1)C2=CC=CC=C2
791,Icotinib (BPI-2009H),610798-31-7,S2922,C22H21N3O4,C#CC1=CC(=CC=C1)NC2=NC=NC3=C2C=C4OCCOCCOCCOC4=C3
792,Carbazochrome sodium sulfonate (AC-17),51460-26-5,S3000,C10H11N4NaO5S,[Na+].CN1C(CC2=C\C(=N\NC(N)=O)C(=O)C=C12)[S]([O-])(=O)=O
793,Clevudine,163252-36-6,S3001,C10H13FN2O5,CC1=CN(C2OC(CO)C(O)C2F)C(=O)NC1=O
794,Rivaroxaban (BAY 59-7939),366789-02-8,S3002,C19H18ClN3O5S,ClC1=CC=C(S1)C(=O)NCC2CN(C(=O)O2)C3=CC=C(C=C3)N4CCOCC4=O
795,Prostaglandin E2 (PGE2),363-24-6,S3003,C20H32O5,CCCCCC(O)/C=C/C1C(O)CC(=O)C1C\C=C/CCCC(O)=O
796,Paroxetine HCl,78246-49-8,S3005,C19H20FNO3.HCl,Cl.FC1=CC=C(C=C1)C2CCNCC2COC3=CC4=C(OCO4)C=C3
797,Zaltoprofen,74711-43-6,S3008,C17H14O3S,CC(C(O)=O)C1=CC2=C(SC3=CC=CC=C3C(=O)C2)C=C1
798,Pazopanib,444731-52-6,S3012,C21H23N7O2S,C[N]1N=C2C=C(C=CC2=C1C)N(C)C3=NC(=NC=C3)NC4=CC=C(C)C(=C4)[S](N)(=O)=O
799,Amoxicillin,26787-78-0,S3015,C16H19N3O5S,CC1(C)SC2C(NC(=O)C(N)C3=CC=C(O)C=C3)C(=O)N2C1C(O)=O
800,Aspirin (NSC 27223),50-78-2,S3017,C9H8O4,CC(=O)OC1=C(C=CC=C1)C(O)=O
801,Niflumic acid,4394-00-7,S3018,C13H9F3N2O2,OC(=O)C1=CC=CN=C1NC2=CC=CC(=C2)C(F)(F)F
802,Ciclopirox ethanolamine,41621-49-2,S3019,C12H17NO2.C2H7NO,CC1=CC(=O)N(O)C(=C1)C2CCCCC2.NCCO
803,Rimonabant (SR141716),168273-06-1,S3021,C22H21Cl3N4O,CC1=C([N](N=C1C(=O)NN2CCCCC2)C3=CC=C(Cl)C=C3Cl)C4=CC=C(Cl)C=C4
804,Cabazitaxel (XRP6258),183133-96-2,S3022,C45H57NO14,COC1CC2OCC2(OC(C)=O)C3C(OC(=O)C4=CC=CC=C4)C5(O)CC(OC(=O)C(O)C(NC(=O)OC(C)(C)C)C6=CC=CC=C6)C(=C(C(OC)C(=O)C13C)C5(C)C)C
805,Bufexamac,2438-72-4,S3023,C12H17NO3,CCCCOC1=CC=C(CC(=O)NO)C=C1
806,Lamotrigine,84057-84-1,S3024,C9H7Cl2N5,NC1=NC(=C(N=N1)C2=CC=CC(=C2Cl)Cl)N
807,Fenoprofen calcium hydrate,"71720-56-4, 53746-45-5",S3027,C30H30CaO8,O.O.CC(C(=O)O[Ca]OC(=O)C(C)C1=CC=CC(=C1)OC2=CC=CC=C2)C3=CC=CC(=C3)OC4=CC=CC=C4
808,Niclosamide (BAY2353),50-65-7,S3030,C13H8Cl2N2O4,OC1=CC=C(Cl)C=C1C(=O)NC2=C(Cl)C=C(C=C2)[N+]([O-])=O
809,Linagliptin (BI-1356),668270-12-0,S3031,C25H28N8O2,CC#CC[N]1C(=NC2=C1C(=O)N(CC3=NC4=CC=CC=C4C(=N3)C)C(=O)N2C)N5CCCC(N)C5
810,Vildagliptin (LAF-237),274901-16-5,S3033,C17H25N3O2,O[C]12CC3[CH2]C(C1)C[C](C3)(C2)NCC(=O)N4CCCC4C#N
811,Daunorubicin (RP 13057) HCl,23541-50-6,S3035,C27H29NO10.HCl,Cl.COC1=C2C(=O)C3=C(C(=C4CC(O)(CC(OC5CC(N)C(O)C(C)O5)C4=C3O)C(C)=O)O)C(=O)C2=CC=C1
812,Pravastatin sodium,81131-70-6,S3036,C23H35O7.Na,[Na+].CCC(C)C(=O)OC1CC(O)C=C2C=CC(C)C(CCC(O)CC(O)CC([O-])=O)C12
813,Bepotastine Besilate,190786-44-8,S3037,C21H25ClN2O3.C6H6O3S,OC(=O)CCCN1CCC(CC1)OC(C2=CC=C(Cl)C=C2)C3=NC=CC=C3.O[S](=O)(=O)C4=CC=CC=C4
814,Fosaprepitant dimeglumine salt,265121-04-8,S3038,C23H22F7N4O6P.2C7H17NO5,CNCC(O)C(O)C(O)C(O)CO.CNCC(O)C(O)C(O)C(O)CO.CC(OC1OCCN(CC2=NN(C(=O)N2)[P](O)(O)=O)C1C3=CC=C(F)C=C3)C4=CC(=CC(=C4)C(F)(F)F)C(F)(F)F
815,Rofecoxib,162011-90-7,S3043,C17H14O4S,C[S](=O)(=O)C1=CC=C(C=C1)C2=C(C(=O)OC2)C3=CC=CC=C3
816,Cinepazide maleate,26328-04-1,S3045,C22H31N3O5.C4H4O4,COC1=C(OC)C(=CC(=C1)/C=C/C(=O)N2CCN(CC2)CC(=O)N3CCCC3)OC.OC(=O)\C=C/C(O)=O
817,Azilsartan,147403-03-0,S3046,C25H20N4O5,CCOC1=NC2=CC=CC(=C2[N]1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NC(=O)ON5)C(O)=O
818,Otilonium Bromide,26095-59-0,S3047,C29H43BrN2O4,[Br-].CCCCCCCCOC1=CC=CC=C1C(=O)NC2=CC=C(C=C2)C(=O)OCC[N+](C)(CC)CC
819,Bosentan Hydrate,157212-55-0,S3051,C27H29N5O6S.H2O,O.COC1=CC=CC=C1OC2=C(OCCO)N=C(N=C2N[S](=O)(=O)C3=CC=C(C=C3)C(C)(C)C)C4=NC=CC=N4
820,Rupatadine Fumarate,182349-12-8,S3052,C26H26ClN3.C4H4O4,CC1=CN=CC(=C1)CN2CCC(CC2)=C3C4=CC=C(Cl)C=C4CCC5=CC=CN=C35.OC(=O)\C=C\C(O)=O
821,Azelnidipine,123524-52-7,S3053,C33H34N4O6,CC(C)OC(=O)C1=C(C)NC(=C(C1C2=CC=CC(=C2)[N+]([O-])=O)C(=O)OC3CN(C3)C(C4=CC=CC=C4)C5=CC=CC=C5)N
822,Alverine Citrate,5560-59-8,S3054,C20H27N.C6H8O7,CCN(CCCC1=CC=CC=C1)CCCC2=CC=CC=C2.OC(=O)CC(O)(CC(O)=O)C(O)=O
823,Azilsartan Medoxomil,863031-21-4,S3057,C30H24N4O8,CCOC1=NC2=CC=CC(=C2[N]1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NC(=O)ON5)C(=O)OCC6=C(C)OC(=O)O6
824,Medetomidine HCl,86347-15-1,S3060,C13H16N2.HCl,Cl.CC(C1=C[NH]C=N1)C2=C(C)C(=CC=C2)C
825,Epinephrine HCl,55-31-2,S3061,C9H13NO3.HCl,Cl.CNCC(O)C1=CC=C(O)C(=C1)O
826,Diclofenac Potassium,15307-81-0,S3062,C14H10Cl2KNO2,[K+].[O-]C(=O)CC1=CC=CC=C1NC2=C(Cl)C=CC=C2Cl
827,Diclofenac Diethylamine,78213-16-8,S3063,C14H11Cl2NO2.C4H11N,CCNCC.OC(=O)CC1=CC=CC=C1NC2=C(Cl)C=CC=C2Cl
828,Naloxone HCl,357-08-4,S3066,C19H21NO4.HCl,Cl.OC1=C2OC3C(=O)CCC4(O)C5CC(=C2C34CCN5CC=C)C=C1
829,Chlorhexidine 2HCl,3697-42-5,S3067,C22H30Cl2N10.2HCl,Cl.Cl.ClC1=CC=C(NC(=N)NC(=N)NCCCCCCNC(=N)NC(=N)NC2=CC=C(Cl)C=C2)C=C1
830,Piracetam,7491-74-9,S3070,C6H10N2O2,NC(=O)CN1CCCC1=O
831,Vanillin,121-33-5,S3071,C8H8O3,COC1=CC(=CC=C1O)C=O
832,Chlorthalidone,77-36-1,S3074,C14H11ClN2O4S,N[S](=O)(=O)C1=CC(=CC=C1Cl)C2(O)NC(=O)C3=C2C=CC=C3
833,Tazobactam,89786-04-9,S3077,C10H12N4O5S,CC1(C[N]2C=CN=N2)C(N3C(CC3=O)[S]1(=O)=O)C(O)=O
834,Beclomethasone dipropionate,5534-09-8,S3078,C28H37ClO7,CCC(=O)OCC(=O)C1(OC(=O)CC)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(Cl)C(O)CC12C
835,Atovaquone,95233-18-4,S3079,C22H19ClO3,OC1=C(C2CCC(CC2)C3=CC=C(Cl)C=C3)C(=O)C4=C(C=CC=C4)C1=O
836,Etravirine (TMC125),269055-15-4,S3080,C20H15BrN6O,CC1=CC(=CC(=C1OC2=C(Br)C(=NC(=N2)NC3=CC=C(C=C3)C#N)N)C)C#N
837,Ulipristal Acetate (CDB 2914),126784-99-4,S3081,C30H37NO4,CN(C)C1=CC=C(C=C1)C2CC3(C)C(CCC3(OC(C)=O)C(C)=O)C4CCC5=CC(=O)CCC5=C24
838,Indacaterol Maleate,753498-25-8,S3083,C24H28N2O3.C4H4O4,CCC1=CC2=C(CC(C2)NCC(O)C3=CC=C(O)C4=C3C=CC(=O)N4)C=C1CC.OC(=O)\C=C/C(O)=O
839,2-Thiouracil,141-90-2,S3100,C4H4N2OS,O=C1NC(=S)NC=C1
840,Moguisteine,119637-67-1,S3104,C16H21NO5S,CCOC(=O)CC(=O)N1CCSC1COC2=CC=CC=C2OC
841,Nadifloxacin,124858-35-1,S3105,C19H21FN2O4,CC1CCC2=C3N1C=C(C(O)=O)C(=O)C3=CC(=C2N4CCC(O)CC4)F
842,Pidotimod,121808-62-6,S3106,C9H12N2O4S,OC(=O)C1CSCN1C(=O)C2CCC(=O)N2
843,Pyridoxine HCl,58-56-0,S3113,C8H11NO3.HCl,Cl.CC1=C(O)C(=C(CO)C=N1)CO
844,Vitamin C,50-81-7,S3114,C6H8O6,OCC(O)C1OC(=O)C(=C1O)O
845,Sulfathiazole,72-14-0,S3116,C9H9N3O2S2,NC1=CC=C(C=C1)[S](=O)(=O)NC2=NC=CS2
846,Oxybutynin hydrochloride,1508-65-2,S3117,C22H31NO3.HCl,Cl.CCN(CC)CC#CCOC(=O)C(O)(C1CCCCC1)C2=CC=CC=C2
847,Doxepin HCl,1229-29-4,S3120,C19H21NO.HCl,Cl.CN(C)CC\C=C1/C2=CC=CC=C2COC3=C1C=CC=C3
848,Ornidazole,16773-42-5,S3121,C7H10ClN3O3,CC1=NC=C([N]1CC(O)CCl)[N+]([O-])=O
849,Dexamethasone Acetate,1177-87-3,S3124,C24H31FO6,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)COC(C)=O
850,Trimethoprim,738-70-5,S3129,C14H18N4O3,COC1=C(OC)C(=CC(=C1)CC2=CN=C(N)N=C2N)OC
851,Biotin (Vitamin B7),58-85-5,S3130,C10H16N2O3S,OC(=O)CCCCC1SCC2NC(=O)NC12
852,Sulfamerazine,127-79-7,S3132,C11H12N4O2S,CC1=NC(=NC=C1)N[S](=O)(=O)C2=CC=C(N)C=C2
853,Sulfamethazine,57-68-1,S3133,C12H14N4O2S,CC1=NC(=NC(=C1)C)N[S](=O)(=O)C2=CC=C(N)C=C2
854,Sodium salicylate,54-21-7,S3137,C7H6O3.Na,[NaH].OC(=O)C1=CC=CC=C1O
855,Methylthiouracil,56-04-2,S3138,C5H6N2OS,CC1=CC(=O)NC(=S)N1
856,Milnacipran HCl,101152-94-7,S3140,C15H22N2O.HCl,Cl.CCN(CC)C(=O)C1(CC1CN)C2=CC=CC=C2
857,Darifenacin HBr,133099-07-7,S3144,C28H30N2O2.HBr,Br.NC(=O)C(C1CCN(CCC2=CC=C3OCCC3=C2)C1)(C4=CC=CC=C4)C5=CC=CC=C5
858,Entacapone,130929-57-6,S3147,C14H15N3O5,CCN(CC)C(=O)\C(=C\C1=CC(=C(O)C(=C1)O)[N+]([O-])=O)C#N
859,Estradiol valerate,979-32-8,S3149,C23H32O3,CCCCC(=O)OC1CCC2C3CCC4=CC(=CC=C4C3CCC12C)O
860,Articaine HCl,23964-57-0,S3150,C13H20N2O3S.HCl,Cl.CCCNC(C)C(=O)NC1=C(SC=C1C)C(=O)OC
861,Gliquidone,33342-05-1,S3151,C27H33N3O6S,COC1=CC2=C(C=C1)C(C)(C)C(=O)N(CCC3=CC=C(C=C3)[S](=O)(=O)NC(=O)NC4CCCCC4)C2=O
862,Levalbuterol tartrate,661464-94-4,S3153,C30H48N2O12,CC(C)(C)NCC(O)C1=CC=C(O)C(=C1)CO.CC(C)(C)NCC(O)C2=CC=C(O)C(=C2)CO.OC(C(O)C(O)=O)C(O)=O
863,Butenafine HCl,101827-46-7,S3154,C23H27N.HCl,Cl.CN(CC1=CC=C(C=C1)C(C)(C)C)CC2=C3C=CC=CC3=CC=C2
864,Mepivacaine HCl,1722-62-9,S3155,C15H22N2O.HCl,Cl.CN1CCCCC1C(=O)NC2=C(C)C=CC=C2C
865,Ethynodiol diacetate,297-76-7,S3160,C24H32O4,CC(=O)OC1CCC2C3CCC4(C)C(CCC4(OC(C)=O)C#C)C3CCC2=C1
866,Sertaconazole nitrate,99592-39-9,S3161,C20H15Cl3N2OS.HNO3,O[N+]([O-])=O.ClC1=CC=C(C(C[N]2C=CN=C2)OCC3=CSC4=C(Cl)C=CC=C34)C(=C1)Cl
867,Tylosin tartrate,74610-55-2,S3162,C46H77NO17.C4H6O6,CCC1OC(=O)CC(O)C(C)C(OC2OC(C)C(OC3CC(C)(O)C(O)C(C)O3)C(C2O)N(C)C)C(CC=O)CC(C)C(=O)\C=C\C(=C\C1COC4OC(C)C(O)C(OC)C4OC)C.OC(C(O)C(O)=O)C(O)=O
868,Benztropine mesylate,132-17-2,S3163,C21H25NO.CH4SO3,CN1C2CCC1CC(C2)OC(C3=CC=CC=C3)C4=CC=CC=C4.C[S](O)(=O)=O
869,Altrenogest,850-52-2,S3167,C21H26O2,CC12C=CC3=C4CCC(=O)C=C4CCC3C1CCC2(O)CC=C
870,Ampicillin sodium,69-52-3,S3170,C16H18N3NaO4S,[Na+].CC1(C)SC2C(NC(=O)C(N)C3=CC=CC=C3)C(=O)N2C1C([O-])=O
871,Anagrelide HCl,58579-51-4,S3172,C10H7Cl2N3O.HCl,Cl.ClC1=CC=C2NC3=NC(=O)CN3CC2=C1Cl
872,Antipyrine,60-80-0,S3173,C11H12N2O,CN1N(C(=O)C=C1C)C2=CC=CC=C2
873,Atomoxetine HCl,82248-59-7,S3175,C17H21NO.HCl,Cl.CNCCC(OC1=CC=CC=C1C)C2=CC=CC=C2
874,Betahistine 2HCl,5579-84-0,S3176,C8H12N2.2HCl,Cl.Cl.CNCCC1=NC=CC=C1
875,Brinzolamide,138890-62-7,S3178,C12H21N3O5S3,CCNC1CN(CCCOC)[S](=O)(=O)C2=C1C=C(S2)[S](N)(=O)=O
876,Carbenicillin disodium,4800-94-6,S3179,C17H16N2Na2O6S,[Na+].[Na+].CC1(C)SC2C(NC(=O)C(C([O-])=O)C3=CC=CC=C3)C(=O)N2C1C([O-])=O
877,Eletriptan HBr,177834-92-3,S3180,C22H26N2O2S.HBr,Br.CN1CCCC1CC2=C[NH]C3=C2C=C(CC[S](=O)(=O)C4=CC=CC=C4)C=C3
878,Flumequine,42835-25-6,S3181,C14H12FNO3,CC1CCC2=C3N1C=C(C(O)=O)C(=O)C3=CC(=C2)F
879,Amitriptyline HCl,549-18-8,S3183,C20H23N.HCl,Cl.CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C13
