,CompoundName,SMILES,Formula,ItemID
5509,Norfentanyl,CCC(=O)N(c1ccccc1)C1CCNCC1,C14H20N2O,15899.0
5510,CD2665,COCCOCOc1cc2ccc(-c3ccc(C(=O)O)cc3)cc2cc1C12CC3CC(CC(C3)C1)C2,C31H34O5,16031.0
5511,Clonazolam,Cc1nnc2n1-c1ccc([N+](=O)[O-])cc1C(c1ccccc1Cl)=NC2,C17H12ClN5O2,18173.0
5512,Clonazolam (CRM),Cc1nnc2n1-c1ccc([N+](=O)[O-])cc1C(c1ccccc1Cl)=NC2,C17H12ClN5O2,25614.0
5513,Donepezil-d4 (hydrochloride),Cl.[2H]C([2H])(C1CCN(C([2H])([2H])c2ccccc2)CC1)C1Cc2cc(OC)c(OC)cc2C1=O,C24H30ClNO3,18251.0
5514,Fluconazole-d4,[2H]C([2H])(n1cncn1)C(O)(c1ccc(F)cc1F)C([2H])([2H])n1cncn1,C13H12F2N6O,18252.0
5515,Fluoxetine-d5 (hydrochloride),Cl.[2H]c1c([2H])c([2H])c(C(CCNC)Oc2ccc(C(F)(F)F)cc2)c([2H])c1[2H],C17H19ClF3NO,18253.0
5516,Pioglitazone-d4,[2H]c1c([2H])c(OCCc2ccc(CC)cn2)c([2H])c([2H])c1CC1SC(=O)NC1=O,C19H20N2O3S,18259.0
5517,Roflumilast-d4,[2H]C1([2H])C(COc2cc(C(=O)Nc3c(Cl)cncc3Cl)ccc2OC(F)F)C1([2H])[2H],C17H14Cl2F2N2O3,18260.0
5518,Sildenafil-d3,[2H]C([2H])([2H])N1CCN(S(=O)(=O)c2ccc(OCC)c(-c3nc(=O)c4c([nH]3)c(CCC)nn4C)c2)CC1,C22H30N6O4S,18261.0
5519,Tamoxifen-d5,[2H]C([2H])([2H])C([2H])([2H])/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,C26H29NO,18262.0
5520,AEM1,Fc1ccc(-c2csc3ncnc(NCc4ccc5c(c4)OCO5)c23)cc1,C20H14FN3O2S,18321.0
5521,L189,Nc1[nH]c(=S)[nH]c(=O)c1/N=C/c1ccccc1,C11H10N4OS,18374.0
5522,PF-06447475,N#Cc1cccc(-c2c[nH]c3ncnc(N4CCOCC4)c23)c1,C17H15N5O,18375.0
5523,GS-967,FC(F)(F)Oc1ccc(-c2ccc3nnc(C(F)(F)F)n3c2)cc1,C14H7F6N3O,18376.0
5524,Vidofludimus,COc1cccc(-c2ccc(NC(=O)C3=C(C(=O)O)CCC3)c(F)c2)c1,C20H18FNO4,18377.0
5525,Boceprevir,CC(C)(C)NC(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)NC(CC1CCC1)C(=O)C(N)=O)C2(C)C)C(C)(C)C,C27H45N5O5,18379.0
5526,Bikinin,O=C(O)CCC(=O)Nc1ccc(Br)cn1,C9H9BrN2O3,18381.0
5527,Mutant IDH1-IN-1,Cc1ccccc1C(C(=O)NC1CCCCC1)N(C(=O)Cn1cnc2ccccc21)c1cccc(F)c1,C30H31FN4O2,18394.0
5528,CYT997,CCC[C@H](Nc1nc(-c2ccc(NC(=O)NCC)c(OC)c2)ncc1C)c1cccnc1,C24H30N6O2,18395.0
5529,A77-01,Cc1cccc(-c2n[nH]cc2-c2ccnc3ccccc23)n1,C18H14N4,18396.0
5530,RI-2,COc1ccc(C2=C(N3CCOCC3)C(=O)N(c3ccc(Cl)c(Cl)c3)C2=O)cc1,C21H18Cl2N2O4,18397.0
5531,Eliprodil,OC(CN1CCC(Cc2ccc(F)cc2)CC1)c1ccc(Cl)cc1,C20H23ClFNO,18398.0
5532,4E1RCat,O=C(O)c1ccc(N2C(=O)/C(=C\c3ccc(-c4ccc([N+](=O)[O-])cc4)o3)C=C2c2ccccc2)cc1,C28H18N2O6,18399.0
5533,Neratinib,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,C30H29ClN6O3,18404.0
5534,BLU-9931,C=CC(=O)Nc1cccc(C)c1Nc1ncc2cc(-c3c(Cl)c(OC)cc(OC)c3Cl)ccc2n1,C26H22Cl2N4O3,18405.0
5535,CEP-28122,COc1c(Nc2ncc(Cl)c(N[C@H]3[C@@H](C(N)=O)[C@@H]4C=C[C@H]3C4)n2)ccc2c1CC[C@@H](N1CCOCC1)CC2,C28H35ClN6O3,18406.0
5536,JNJ-31020028,CCN(CC)C(=O)C(c1ccccc1)N1CCN(c2ccc(NC(=O)c3ccccc3-c3cccnc3)cc2F)CC1,C34H36FN5O2,18407.0
5537,LY404039,N[C@@]1(C(=O)O)CS(=O)(=O)[C@H]2[C@H](C(=O)O)[C@H]21,C7H9NO6S,18408.0
5538,GDC-0068,CC(C)NC[C@@H](C(=O)N1CCN(c2ncnc3c2[C@H](C)C[C@H]3O)CC1)c1ccc(Cl)cc1,C24H32ClN5O2,18412.0
5539,BMS 626529,COc1cnc(-n2cnc(C)n2)c2[nH]cc(C(=O)C(=O)N3CCN(C(=O)c4ccccc4)CC3)c12,C24H23N7O4,18413.0
5540,CGI1746,Cc1c(NC(=O)c2ccc(C(C)(C)C)cc2)cccc1-c1cn(C)c(=O)c(Nc2ccc(C(=O)N3CCOCC3)cc2)n1,C34H37N5O4,18414.0
5541,BRD-K4477,CC(=O)Nc1ccc(Cc2ccc(NC(C)=O)cc2)cc1,C17H18N2O2,18415.0
5542,AEE788,CCN1CCN(Cc2ccc(-c3cc4c(N[C@H](C)c5ccccc5)ncnc4[nH]3)cc2)CC1,C27H32N6,18416.0
5543,Fluphenazine-N-2-chloroethane (hydrochloride),Cl.Cl.FC(F)(F)c1ccc2c(c1)N(CCCN1CCN(CCCl)CC1)c1ccccc1S2,C22H27Cl3F3N3S,18427.0
5544,FG-2216,O=C(O)CNC(=O)c1nc(Cl)c2ccccc2c1O,C12H9ClN2O4,18382.0
5545,SB-743921 (hydrochloride),Cc1ccc(C(=O)N(CCCN)[C@@H](c2oc3cc(Cl)ccc3c(=O)c2Cc2ccccc2)C(C)C)cc1.Cl,C31H34Cl2N2O3,18384.0
5546,MLN2238,CC(C)C[C@H](NC(=O)CNC(=O)c1cc(Cl)ccc1Cl)B(O)O,C14H19BCl2N2O4,18385.0
5547,MLN9708,CC(C)C[C@H](NC(=O)CNC(=O)c1cc(Cl)ccc1Cl)B1OC(=O)CC(CC(=O)O)(C(=O)O)O1,C20H23BCl2N2O9,18386.0
5548,Danusertib,CO[C@@H](C(=O)N1Cc2[nH]nc(NC(=O)c3ccc(N4CCN(C)CC4)cc3)c2C1)c1ccccc1,C26H30N6O3,18387.0
5549,PHA-793887,CC(C)CC(=O)Nc1n[nH]c2c1CN(C(=O)C1CCN(C)CC1)C2(C)C,C19H31N5O2,18388.0
5550,GSK923295,CC(C)Oc1ccc(C(=O)N[C@H](CNC(=O)CN(C)C)Cc2ccc(-c3cn4cccc([C@H](C)O)c4n3)cc2)cc1Cl,C32H38ClN5O4,18389.0
5551,Golgicide A,Fc1cc(F)c2c(c1)C1C=CCC1C(c1cccnc1)N2,C17H14F2N2,18430.0
5552,Dabigatran etexilate-d13,[2H]C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])OC(=O)NC(=N)c1ccc(NCc2nc3cc(C(=O)N(CCC(=O)OCC)c4ccccn4)ccc3n2C)cc1,C34H41N7O5,18451.0
5553,Aldicarb,CNC(=O)O/N=C/C(C)(C)SC,C7H14N2O2S,18466.0
5554,ABT-333,COc1c(-c2ccc3cc(NS(C)(=O)=O)ccc3c2)cc(-n2ccc(=O)[nH]c2=O)cc1C(C)(C)C,C26H27N3O5S,18482.0
5555,Tyramine,NCCc1ccc(O)cc1,C8H11NO,18601.0
5556,Asoxime (chloride),NC(=O)c1cc[n+](COC[n+]2ccccc2/C=N\O)cc1.[Cl-].[Cl-],C14H16Cl2N4O3,18607.0
5557,2-Aminopurine (hydrochloride),Cl.Cl.Nc1nc2ncnc-2c[nH]1,C5H7Cl2N5,18609.0
5558,Betaxolol (hydrochloride),CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1.Cl,C18H30ClNO3,18625.0
5559,"L-755,507",CCCCCCNC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(CCNC[C@H](O)COc3ccc(O)cc3)cc2)cc1,C30H40N4O6S,18629.0
5560,MKT-077,CCn1c(=O)/c(=C2\Sc3ccccc3N2C)s/c1=C/c1cccc[n+]1CC.[Cl-],C21H22ClN3OS2,14395.0
5561,Rilmenidine (hemifumarate),C1COC(NC(C2CC2)C2CC2)=N1.C1COC(NC(C2CC2)C2CC2)=N1.O=C(O)/C=C/C(=O)O,C24H36N4O6,16988.0
5562,MAB-CHMINACA metabolite M11,CC(C)(CO)C(NC(=O)c1nn(CC2CCC(O)CC2)c2ccccc12)C(N)=O,C21H30N4O4,17818.0
5563,Lisdexamfetamine (mesylate),CS(=O)(=O)O.CS(=O)(=O)O.C[C@@H](Cc1ccccc1)NC(=O)[C@@H](N)CCCCN,C17H33N3O7S2,18050.0
5564,Lisdexamfetamine (mesylate) (CRM),CS(=O)(=O)O.CS(=O)(=O)O.C[C@@H](Cc1ccccc1)NC(=O)[C@@H](N)CCCCN,C17H33N3O7S2,27044.0
5565,NVP-ADW742,Nc1ncnc2c1c(-c1cccc(OCc3ccccc3)c1)cn2[C@H]1C[C@H](CN2CCCC2)C1,C28H31N5O,18390.0
5566,PSI-6206,C[C@@]1(F)[C@H](O)[C@@H](CO)O[C@H]1n1ccc(=O)[nH]c1=O,C10H13FN2O5,18391.0
5567,CX-5461,Cc1cnc(CNC(=O)c2c(=O)c3ccc(N4CCCN(C)CC4)nc3n3c2sc2ccccc23)cn1,C27H27N7O2S,18392.0
5568,Fexinidazole,CSc1ccc(OCc2ncc([N+](=O)[O-])n2C)cc1,C12H13N3O3S,18393.0
5569,Cuspin-1,Cc1ccc(C(=O)c2cncc(Br)c2)cc1,C13H10BrNO,18526.0
5570,ML-355,COc1cccc(CNc2ccc(S(=O)(=O)Nc3nc4ccccc4s3)cc2)c1O,C21H19N3O4S2,18537.0
5571,Oxazepam-d5 (CRM),[2H]c1c([2H])c([2H])c(C2=NC(O)C(=O)Nc3ccc(Cl)cc32)c([2H])c1[2H],C15H11ClN2O2,18566.0
5572,Oxazepam-d5,[2H]c1c([2H])c([2H])c(C2=NC(O)C(=O)Nc3ccc(Cl)cc32)c([2H])c1[2H],C15H11ClN2O2,15844.0
5573,Carbetapentane (citrate),CCN(CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1.O=C(O)CC(O)(CC(=O)O)C(=O)O,C26H39NO10,18606.0
5574,Zatebradine (hydrochloride),COc1ccc(CCN(C)CCCN2CCc3cc(OC)c(OC)cc3CC2=O)cc1OC.Cl,C26H37ClN2O5,18608.0
5575,Butafosfan,CCCCNC(C)(C)[PH](=O)O,C7H18NO2P,18613.0
5576,BRL 37344 (sodium salt),C[C@@H](Cc1ccc(OCC(=O)[O-])cc1)NC[C@@H](O)c1cccc(Cl)c1.[Na+],C19H21ClNNaO4,18622.0
5577,(-)-Epinephrine,CNC[C@H](O)c1ccc(O)c(O)c1,C9H13NO3,18626.0
5578,3-hydroxy-3-Methylglutaric anhydride,CC1(O)CC(=O)OC(=O)C1,C6H8O4,18632.0
5579,Doxazosin (mesylate),COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC.CS(=O)(=O)O,C24H29N5O8S,18633.0
5580,Gomisin C,COc1cc2c(c(OC)c1OC)-c1c(cc3c(c1OC)OCO3)C[C@H](C)[C@](C)(O)[C@H]2OC(=O)c1ccccc1,C30H32O9,18643.0
5581,Quercetin 3-D-galactoside,O=c1c(O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,C21H20O12,18648.0
5582,Adefovir,Nc1ncnc2c1ncn2CCOCP(=O)(O)O,C8H12N5O4P,18650.0
5583,Nitecapone,CC(=O)C(=Cc1cc(O)c(O)c([N+](=O)[O-])c1)C(C)=O,C12H11NO6,18656.0
5584,Ch 55,CC(C)(C)c1cc(C(=O)/C=C/c2ccc(C(=O)O)cc2)cc(C(C)(C)C)c1,C24H28O3,18658.0
5585,"2,5-Deoxyfructosazine (hydrochloride)",Cl.Cl.OC[C@@H](O)[C@@H](O)[C@H](O)c1cnc(C[C@H](O)[C@H](O)CO)cn1,C12H22Cl2N2O7,18662.0
5586,GTx-007,CC(=O)Nc1ccc(OC[C@](C)(O)C(=O)Nc2ccc([N+](=O)[O-])c(C(F)(F)F)c2)cc1,C19H18F3N3O6,18772.0
5587,RAD140,Cc1c(N[C@@H](c2nnc(-c3ccc(C#N)cc3)o2)[C@H](C)O)ccc(C#N)c1Cl,C20H16ClN5O2,18773.0
5588,Altiratinib,O=C(Nc1cc(Oc2cc(F)c(NC(=O)C3(C(=O)Nc4ccc(F)cc4)CC3)cc2F)ccn1)C1CC1,C26H21F3N4O4,18777.0
5589,SB-207266,CCCCN1CCC(CNC(=O)c2c3n(c4ccccc24)CCCO3)CC1,C22H31N3O2,18778.0
5590,ITSA1,O=C(c1ccc(Cl)cc1Cl)n1nnc2ccccc21,C13H7Cl2N3O,18681.0
5591,Florfenicol amine (hydrochloride),CS(=O)(=O)c1ccc([C@@H](O)[C@H](N)CF)cc1.Cl,C10H15ClFNO3S,18631.0
5592,4-tert-Octylphenol diethoxylate,CC(C)(C)CC(C)(C)c1ccc(OCCOCCO)cc1,C18H30O3,18655.0
5593,Vinyl-L-NIO (hydrochloride),C=CCC(=N)NCCC[C@H](N)C(=O)O.Cl,C9H18ClN3O2,80330.0
5594,ARN14974,O=C(NCCCCc1ccccc1)n1c(=O)oc2cc(-c3ccc(F)cc3)ccc21,C24H21FN2O3,17119.0
5595,Cucurbitacin B,CC(=O)OC(C)(C)/C=C/C(=O)[C@](C)(O)[C@H]1[C@H](O)C[C@@]2(C)[C@@H]3CC=C4[C@@H](C[C@H](O)C(=O)C4(C)C)[C@]3(C)C(=O)C[C@]12C,C32H46O8,14820.0
5596,Meperidine-d5 (hydrochloride),Cl.[2H]c1c([2H])c([2H])c(C2(C(=O)OCC)CCN(C)CC2)c([2H])c1[2H],C15H22ClNO2,15823.0
5597,Meperidine-d5 (hydrochloride) (exempt preparation),Cl.[2H]c1c([2H])c([2H])c(C2(C(=O)OCC)CCN(C)CC2)c([2H])c1[2H],C15H22ClNO2,23788.0
5598,6-Acetylmorphine,CC(=O)O[C@H]1C=C[C@H]2[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3C)[C@H]1O5,C19H21NO4,15880.0
5599,6-Acetylmorphine (CRM),CC(=O)O[C@H]1C=C[C@H]2[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3C)[C@H]1O5,C19H21NO4,19418.0
5600,Endothall,O=C(O)C1C2CCC(O2)C1C(=O)O,C8H10O5,17404.0
5601,"L-779,450",Oc1cc(-c2[nH]c(-c3ccccc3)nc2-c2ccncc2)ccc1Cl,C20H14ClN3O,17807.0
5602,Flurazepam (CRM),CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,C21H23ClFN3O,18160.0
5603,Flurazepam,CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,C21H23ClFN3O,16190.0
5604,Ulixertinib (hydrochloride),CC(C)Nc1cc(-c2c[nH]c(C(=O)N[C@H](CO)c3cccc(Cl)c3)c2)c(Cl)cn1.Cl,C21H23Cl3N4O2,18298.0
5605,Tamoxifen N-oxide,CC/C(=C(\c1ccccc1)c1ccc(OCC[N+](C)(C)[O-])cc1)c1ccccc1,C26H29NO2,18642.0
5606,Hesperidin,COc1ccc([C@@H]2CC(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3O2)cc1O,C28H34O15,18646.0
5607,4-Aminobenzoic Acid (sodium salt),Nc1ccc(C(=O)[O-])cc1.[Na+],C7H6NNaO2,18659.0
5608,SBFI AM,COc1cc2cc(-c3ccc(C(=O)OCOC(C)=O)cc3C(=O)OCOC(C)=O)oc2cc1N1CCOCCOCCN(c2cc3oc(-c4ccc(C(=O)OCOC(C)=O)cc4C(=O)OCOC(C)=O)cc3cc2OC)CCOCC1,C56H58N2O23,18764.0
5609,LY2409881,CN1CCN(CCCNc2ncc(Cl)c(-c3cc4c(C(=O)NC5CC5)cccc4s3)n2)CC1.Cl.Cl.Cl,C24H32Cl4N6OS,18774.0
5610,AP26113,COc1cc(N2CCC(N(C)C)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1,C26H34ClN6O2P,18775.0
5611,CEP32496,COc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(C(C)(C)C(F)(F)F)on4)c3)c2cc1OC,C24H22F3N5O5,18776.0
5612,LGD4033,N#Cc1ccc(N2CCC[C@@H]2[C@@H](O)C(F)(F)F)cc1C(F)(F)F,C14H12F6N2O,9002046.0
5613,PI-3065,Fc1ccc2[nH]ccc2c1-c1nc(N2CCOCC2)c2sc(CN3CCN(CC4CC4)CC3)cc2n1,C27H31FN6OS,9002394.0
5614,Ginsenoside Rg1,CC(C)=CCC[C@](C)(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O)C(C)(C)[C@@H]3[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)C[C@]12C,C42H72O14,15315.0
5615,SR9009,CCOC(=O)N1CCC(CN(Cc2ccc(Cl)cc2)Cc2ccc([N+](=O)[O-])s2)C1,C20H24ClN3O4S,11929.0
5616,Picroside I,O=C(/C=C/c1ccccc1)OC[C@H]1O[C@@H](O[C@@H]2OC=C[C@H]3[C@H](O)[C@@H]4O[C@]4(CO)[C@@H]23)[C@H](O)[C@@H](O)[C@@H]1O,C24H28O11,15431.0
5617,ML-204,Cc1cc(N2CCCCC2)nc2ccccc12,C15H18N2,15626.0
5618,Amphetamine-d5 (hydrochloride),Cl.[2H]c1c([2H])c([2H])c(CC(C)N)c([2H])c1[2H],C9H14ClN,15797.0
5619,"3,4-MDEA-d5 (hydrochloride)",Cl.[2H]C([2H])([2H])C([2H])([2H])NC(C)Cc1ccc2c(c1)OCO2,C12H18ClNO2,15821.0
5620,"3,4-MDEA-d5 (hydrochloride) (exempt preparation)",Cl.[2H]C([2H])([2H])C([2H])([2H])NC(C)Cc1ccc2c(c1)OCO2,C12H18ClNO2,22876.0
5621,"3,4-MDMA-d3 (hydrochloride)",Cl.[2H]C([2H])([2H])NC(C)Cc1ccc2c(c1)OCO2,C11H16ClNO2,15822.0
5622,Trimipramine (maleate),CC(CN(C)C)CN1c2ccccc2CCc2ccccc21.O=C(O)/C=C\C(=O)O,C24H30N2O4,15921.0
5623,UM171,Cn1nnc(-c2ccc3c(c2)[nH]c2nc(Cc4ccccc4)nc(N[C@H]4CC[C@H](N)CC4)c23)n1,C25H27N9,16864.0
5624,Methoxmetamine (hydrochloride),CNC1(c2cccc(OC)c2)CCCCC1=O.Cl,C14H20ClNO2,17168.0
5625,AB-CHMINACA metabolite M4-d4,[2H]c1c([2H])c([2H])c2c(c(C(=O)O)nn2CC2CCCCC2)c1[2H],C15H18N2O2,18086.0
5626,para-methoxy-Butyryl fentanyl (hydrochloride),CCCC(=O)N(c1ccc(OC)cc1)C1CCN(CCc2ccccc2)CC1.Cl,C24H33ClN2O2,18089.0
5627,4-methoxy-Butyryl fentanyl (hydrochloride) (CRM),CCCC(=O)N(c1ccc(OC)cc1)C1CCN(CCc2ccccc2)CC1.Cl,C24H33ClN2O2,19632.0
5628,para-methoxy-Butyryl Fentanyl (hydrochloride) (exempt preparation),CCCC(=O)N(c1ccc(OC)cc1)C1CCN(CCc2ccccc2)CC1.Cl,C24H33ClN2O2,39388.0
5629,JNK Inhibitor XVI,Cc1cc(NC(=O)c2cccc(NC(=O)/C=C/CN(C)C)c2)ccc1Nc1nccc(-c2cccnc2)n1,C29H29N7O2,18096.0
5630,SR-12813,CCOP(=O)(OCC)C(=Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)P(=O)(OCC)OCC,C24H42O7P2,18115.0
5631,UM729,COC(=O)c1ccc2c(c1)[nH]c1ncnc(NCCCN3CCCCC3)c12,C20H25N5O2,18378.0
5632,L-Phenylephrine (hydrochloride),CNC[C@H](O)c1cccc(O)c1.Cl,C9H14ClNO2,18619.0
5633,Tropine,CN1[C@@H]2CC[C@H]1C[C@@H](O)C2,C8H15NO,18627.0
5634,Pentylenetetrazole,C1CCc2nnnn2CC1,C6H10N4,18682.0
5635,SB 202474,CCc1[nH]c(-c2ccc(OC)cc2)nc1-c1ccncc1,C17H17N3O,18749.0
5636,Epothilone D,C/C1=C/C[C@@H](/C(C)=C/c2csc(C)n2)OC(=O)C[C@H](O)C(C)(C)C(=O)[C@H](C)[C@@H](O)[C@@H](C)CCC1,C27H41NO5S,18765.0
5637,DAF-FM diacetate,CNc1ccc2c(c1N)C(=O)OC21c2cc(F)c(OC(C)=O)cc2Oc2cc(OC(C)=O)c(F)cc21,C25H18F2N2O7,18767.0
5638,Dihydroavermectin B1a,CC[C@H](C)[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2,C48H74O14,18768.0
5639,Ivermectin,CC[C@H](C)[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2,C48H74O14,35518.0
5640,Berninamycin A,C=C(NC(=O)C(=C)NC(=O)c1ccc2c(n1)-c1coc(n1)C(=C)NC(=O)C(=C)NC(=O)c1nc(oc1C)C(=C)NC(=O)[C@H](C(C)(C)O)NC(=O)C(=C)NC(=O)c1nc(oc1C)/C(=C/C)NC(=O)[C@H]([C@@H](C)O)NC(=O)c1csc-2n1)C(N)=O,C51H51N15O15S,18769.0
5641,Thielavin B,COc1c(C)c(OC(=O)c2c(C)c(C)c(OC(=O)c3c(C)cc(O)c(C)c3O)c(C)c2OC)c(C)c(C)c1C(=O)O,C31H34O10,18770.0
5642,GW 501516,Cc1cc(SCc2sc(-c3ccc(C(F)(F)F)cc3)nc2C)ccc1OCC(=O)O,C21H18F3NO3S2,10004272.0
5643,Ricinoleic Acid,CCCCCC[C@@H](O)C/C=C\CCCCCCCC(=O)O,C18H34O3,10009369.0
5644,"3,4-Methylenedioxy PV8 (hydrochloride)",CCCCCC(C(=O)c1ccc2c(c1)OCO2)N1CCCC1.Cl,C18H26ClNO3,16358.0
5645,MMB-CHMICA,COC(=O)[C@@H](NC(=O)c1cn(CC2CCCCC2)c2ccccc12)C(C)C,C22H30N2O3,17984.0
5646,MMB-CHMICA (exempt preparation),COC(=O)[C@@H](NC(=O)c1cn(CC2CCCCC2)c2ccccc12)C(C)C,C22H30N2O3,41648.0
5647,"3',4'-trimethylene-.alpha.-Pyrrolidinohexanophenone (hydrochloride)",CCCCC(C(=O)c1ccc2c(c1)CCC2)N1CCCC1.Cl,C19H28ClNO,18030.0
5648,Ophiobolin B,CC(C)=CCC[C@H](C)[C@@]1(O)CC[C@]2(C)C[C@H]3[C@H](C(=O)C[C@@]3(C)O)/C(C=O)=C\C[C@H]21,C25H38O4,18432.0
5649,FGIN-1-27,CCCCCCN(CCCCCC)C(=O)Cc1c(-c2ccc(F)cc2)[nH]c2ccccc12,C28H37FN2O,18461.0
5650,Carazolol,CC(C)NCC(O)COc1cccc2[nH]c3ccccc3c12,C18H22N2O2,18628.0
5651,Diosmetin,COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1O,C16H12O6,18649.0
5652,Diphenidol (hydrochloride),Cl.OC(CCCN1CCCCC1)(c1ccccc1)c1ccccc1,C21H28ClNO,18674.0
5653,5-methyl Chrysene,Cc1cc2ccccc2c2ccc3ccccc3c12,C19H14,18677.0
5654,3'-Azido-3'-deoxythymidine .beta.-D-glucuronide (sodium salt),Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO[C@@H]3O[C@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@H]3O)O2)c(=O)[nH]c1=O.[Na+],C16H20N5NaO10,18679.0
5655,N-Acetylanthranilic Acid,CC(=O)Nc1ccccc1C(=O)O,C9H9NO3,18707.0
5656,A-674563,Cc1n[nH]c2ccc(-c3cncc(OC[C@@H](N)Cc4ccccc4)c3)cc12,C22H22N4O,18715.0
5657,PRL-3 Inhibitor,O=C1NC(=S)S/C1=C/c1cc(Br)ccc1OCc1ccccc1Br,C17H11Br2NO2S2,18719.0
5658,Pentoxifylline,CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,C13H18N4O3,18720.0
5659,Oxyphenbutazone,CCCCC1C(=O)N(c2ccccc2)N(c2ccc(O)cc2)C1=O,C19H20N2O3,18723.0
5660,Coenzyme Q1,COC1=C(OC)C(=O)C(CC=C(C)C)=C(C)C1=O,C14H18O4,18741.0
5661,Ellipticine (hydrochloride),Cc1c2ccncc2c(C)c2c1[nH]c1ccccc12.Cl,C17H15ClN2,18742.0
5662,Bifonazole,c1ccc(-c2ccc(C(c3ccccc3)n3ccnc3)cc2)cc1,C22H18N2,18744.0
5663,Cefonicid (sodium salt),O=C([O-])C1=C(CSc2nnnn2CS(=O)(=O)[O-])CS[C@@H]2[C@H](NC(=O)[C@H](O)c3ccccc3)C(=O)N12.[Na+].[Na+],C18H16N6Na2O8S3,18745.0
5664,NSC 245214,O=C1CCCCC1c1sc([N+](=O)[O-])cc1[N+](=O)[O-],C10H10N2O5S,9002543.0
5665,"1,9-dideoxy Forskolin",C=C[C@@]1(C)CC(=O)C2[C@](C)(O1)[C@@H](OC(C)=O)[C@@H](O)[C@H]1C(C)(C)CCC[C@]21C,C22H34O5,11664.0
5666,Lorazepam-13C2-d4,[2H]c1c([2H])c([2H])c(C2=N[13CH](O)[13C](=O)Nc3ccc(Cl)cc32)c(Cl)c1[2H],C15H10Cl2N2O2,17965.0
5667,Lorazepam-13C2-d4 (CRM),[2H]c1c([2H])c([2H])c(C2=N[13CH](O)[13C](=O)Nc3ccc(Cl)cc32)c(Cl)c1[2H],C15H10Cl2N2O2,18731.0
5668,MS049 (hydrochloride),CNCCN1CCC(OCc2ccccc2)CC1.Cl.Cl,C15H26Cl2N2O,18348.0
5669,Dimethyl DL-Glutamate (hydrochloride),COC(=O)CCC(N)C(=O)OC.Cl,C7H14ClNO4,18602.0
5670,N-Acetyltryptamine,CC(=O)NCCc1c[nH]c2ccccc12,C12H14N2O,18605.0
5671,Quercetagetin,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)c(O)c(O)c12,C15H10O8,18645.0
5672,Phloxine B,O=C1OC2(c3cc(Br)c([O-])c(Br)c3Oc3c2cc(Br)c([O-])c3Br)c2c(Cl)c(Cl)c(Cl)c(Cl)c21.[Na+].[Na+],C20H2Br4Cl4Na2O5,18675.0
